Device,Date,CO,NO2,SO2,O3,rawCO,rawNO2,rawSO2,rawO3,AQI,Temp,Humid,Press,Place
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:07:57,500,0,201,0,2873765,5624025,1691154,5629815,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:08:18,500,0,201,0,2873765,5624025,1691154,5629815,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:08:39,500,0,201,0,2873765,5624025,1691154,5629815,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:09:00,500,0,193,0,2872800,5623723,1690362,5629407,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:09:21,500,0,193,0,2872800,5623723,1690362,5629407,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:09:42,500,0,193,0,2872800,5623723,1690362,5629407,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:10:03,500,0,196,0,2871537,5623918,1690733,5629502,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:10:24,500,0,196,0,2871537,5623918,1690733,5629502,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:10:45,500,0,196,0,2871537,5623918,1690733,5629502,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:11:06,500,0,194,0,2871598,5624298,1690483,5629598,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:11:27,500,0,194,0,2871598,5624298,1690483,5629598,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:11:48,500,0,194,0,2871598,5624298,1690483,5629598,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:12:09,500,0,197,0,2870356,5624471,1690782,5629183,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:12:30,500,0,197,0,2870356,5624471,1690782,5629183,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:12:51,500,0,197,0,2870356,5624471,1690782,5629183,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:13:12,500,0,210,0,2885392,5624633,1692317,5628660,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:13:33,500,0,210,0,2885392,5624633,1692317,5628660,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:13:54,500,0,210,0,2885392,5624633,1692317,5628660,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:14:15,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:14:36,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:14:57,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:15:18,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:15:40,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:16:01,500,0,209,0,2890757,5624746,1692201,5628425,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:16:22,500,0,209,0,2892913,5624358,1692187,5628302,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:16:43,500,0,209,0,2892913,5624358,1692187,5628302,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:17:04,500,0,209,0,2892913,5624358,1692187,5628302,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:17:25,500,0,207,0,2894840,5624251,1692007,5627783,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:17:46,500,0,207,0,2894840,5624251,1692007,5627783,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:18:07,500,0,207,0,2894840,5624251,1692007,5627783,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:18:28,500,0,210,0,2896321,5624292,1692321,5627846,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:18:49,500,0,210,0,2896321,5624292,1692321,5627846,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:19:11,500,0,210,0,2896321,5624292,1692321,5627846,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:19:53,500,0,209,0,2897617,5624263,1692237,5628007,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:20:14,500,0,209,0,2897617,5624263,1692237,5628007,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:20:35,500,0,220,0,2899788,5624091,1693675,5627858,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:20:56,500,0,220,0,2899788,5624091,1693675,5627858,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:21:17,500,0,220,0,2899788,5624091,1693675,5627858,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:21:38,500,0,218,0,2901806,5624130,1693483,5627749,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:22:24,500,0,218,0,2901806,5624130,1693483,5627749,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:22:45,500,0,225,0,2904162,5623924,1694365,5627495,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:23:06,500,0,225,0,2904162,5623924,1694365,5627495,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:23:27,500,0,225,0,2904162,5623924,1694365,5627495,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:23:48,500,0,226,0,2906393,5624146,1694522,5628024,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:24:09,500,0,226,0,2906393,5624146,1694522,5628024,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:24:51,500,0,233,0,2908645,5624108,1695373,5627911,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:25:12,500,0,233,0,2908645,5624108,1695373,5627911,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:25:33,500,0,233,0,2908645,5624108,1695373,5627911,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:25:54,500,0,234,0,2910269,5624240,1695497,5627978,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:26:16,500,0,234,0,2910269,5624240,1695497,5627978,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:26:37,500,0,234,0,2910269,5624240,1695497,5627978,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:26:58,500,0,238,0,2911911,5624915,1696101,5628112,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:27:19,500,0,238,0,2911911,5624915,1696101,5628112,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:27:40,500,0,238,0,2911911,5624915,1696101,5628112,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:28:01,500,0,236,0,2914092,5624965,1695811,5628028,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:28:22,500,0,236,0,2914092,5624965,1695811,5628028,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:28:42,500,0,236,0,2914092,5624965,1695811,5628028,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:29:03,500,0,235,0,2914652,5625123,1695714,5627833,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:29:24,500,0,235,0,2914652,5625123,1695714,5627833,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:29:45,500,0,235,0,2914652,5625123,1695714,5627833,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:30:27,500,0,231,0,2916053,5625161,1695192,5627768,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:30:48,500,0,231,0,2916053,5625161,1695192,5627768,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:31:10,500,0,220,0,2901347,5625067,1693709,5627887,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:31:31,500,0,220,0,2901347,5625067,1693709,5627887,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:31:52,500,0,220,0,2901347,5625067,1693709,5627887,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:32:13,500,0,224,0,2895929,5625168,1694236,5628254,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:32:34,500,0,224,0,2895929,5625168,1694236,5628254,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:32:55,500,0,224,0,2895929,5625168,1694236,5628254,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:33:16,500,0,224,0,2895929,5625168,1694236,5628254,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:33:37,500,0,224,0,2895929,5625168,1694236,5628254,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:33:58,500,0,224,0,2895929,5625168,1694236,5628254,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:34:19,500,0,227,0,2894209,5625054,1694672,5628406,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:34:40,500,0,227,0,2894209,5625054,1694672,5628406,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:35:01,500,0,227,0,2894209,5625054,1694672,5628406,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:35:22,500,0,227,0,2894209,5625054,1694672,5628406,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:35:43,500,0,228,0,2892227,5625007,1694736,5628345,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:36:04,500,0,228,0,2892227,5625007,1694736,5628345,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:36:25,500,0,228,0,2892227,5625007,1694736,5628345,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:36:46,500,0,225,0,2890378,5624843,1694354,5627904,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:37:07,500,0,225,0,2890378,5624843,1694354,5627904,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:37:28,500,0,225,0,2890378,5624843,1694354,5627904,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:37:49,500,0,226,0,2888505,5624723,1694500,5627583,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:38:10,500,0,226,0,2888505,5624723,1694500,5627583,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:38:31,500,0,226,0,2888505,5624723,1694500,5627583,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:38:52,500,0,222,0,2886889,5624942,1693978,5627414,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:39:13,500,0,222,0,2886889,5624942,1693978,5627414,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:39:34,500,0,222,0,2886889,5624942,1693978,5627414,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:39:55,500,0,228,0,2884955,5625219,1694801,5627186,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:40:16,500,0,228,0,2884955,5625219,1694801,5627186,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:40:37,500,0,228,0,2884955,5625219,1694801,5627186,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:40:58,500,0,219,0,2882877,5625132,1693528,5627186,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:41:19,500,0,219,0,2882877,5625132,1693528,5627186,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:41:40,500,0,219,0,2882877,5625132,1693528,5627186,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:42:01,500,0,217,0,2880896,5625076,1693360,5626712,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:42:22,500,0,217,0,2880896,5625076,1693360,5626712,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:42:43,500,0,217,0,2880896,5625076,1693360,5626712,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:43:04,500,0,218,0,2878642,5624888,1693434,5626564,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:43:25,500,0,218,0,2878642,5624888,1693434,5626564,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:43:46,500,0,218,0,2878642,5624888,1693434,5626564,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:44:07,500,0,216,0,2877202,5625060,1693147,5626258,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:44:28,500,0,216,0,2877202,5625060,1693147,5626258,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:44:49,500,0,216,0,2877202,5625060,1693147,5626258,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:45:10,500,0,222,0,2875355,5624903,1693983,5625773,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:45:31,500,0,222,0,2875355,5624903,1693983,5625773,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:45:52,500,0,222,0,2875355,5624903,1693983,5625773,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:46:13,500,0,218,0,2873143,5624517,1693439,5625966,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:46:34,500,0,218,0,2873143,5624517,1693439,5625966,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:46:55,500,0,218,0,2873143,5624517,1693439,5625966,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:47:16,500,0,221,0,2871657,5623742,1693778,5626069,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:47:37,500,0,221,0,2871657,5623742,1693778,5626069,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:47:58,500,0,221,0,2871657,5623742,1693778,5626069,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:48:19,500,0,224,0,2869969,5623749,1694279,5625649,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:48:40,500,0,224,0,2869969,5623749,1694279,5625649,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:49:02,500,0,224,0,2869969,5623749,1694279,5625649,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:49:23,500,0,226,0,2868538,5623906,1694467,5625240,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:49:44,500,0,226,0,2868538,5623906,1694467,5625240,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:50:05,500,0,226,0,2868538,5623906,1694467,5625240,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:50:26,500,0,221,0,2867227,5623634,1693798,5624909,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:50:47,500,0,221,0,2867227,5623634,1693798,5624909,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:51:08,500,0,221,0,2867227,5623634,1693798,5624909,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:51:29,500,0,221,0,2867227,5623634,1693798,5624909,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:51:50,500,0,221,0,2867227,5623634,1693798,5624909,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:52:11,500,0,221,0,2867227,5623634,1693798,5624909,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:52:32,500,0,214,0,2864860,5623820,1692931,5624751,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:52:53,500,0,214,0,2864860,5623820,1692931,5624751,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:53:14,500,0,214,0,2864860,5623820,1692931,5624751,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:53:35,500,0,213,0,2863140,5623664,1692746,5624676,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:53:56,500,0,213,0,2863140,5623664,1692746,5624676,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:54:17,500,0,213,0,2863140,5623664,1692746,5624676,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:54:38,500,0,212,0,2861471,5623743,1692700,5625072,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:54:59,500,0,212,0,2861471,5623743,1692700,5625072,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:55:20,500,0,212,0,2861471,5623743,1692700,5625072,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:55:41,500,0,212,0,2859581,5623691,1692596,5625057,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:56:02,500,0,212,0,2859581,5623691,1692596,5625057,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:56:23,500,0,212,0,2859581,5623691,1692596,5625057,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:56:44,500,0,213,0,2857374,5623734,1692823,5625185,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:57:05,500,0,213,0,2857374,5623734,1692823,5625185,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:57:26,500,0,213,0,2857374,5623734,1692823,5625185,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:57:47,500,0,209,0,2855588,5623606,1692264,5625803,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:58:08,500,0,209,0,2855588,5623606,1692264,5625803,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:58:29,500,0,209,0,2855588,5623606,1692264,5625803,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:58:50,500,0,209,0,2855588,5623606,1692264,5625803,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:59:11,500,0,217,0,2853709,5623646,1693297,5625289,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 03:59:32,500,0,217,0,2853709,5623646,1693297,5625289,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:00:14,500,0,216,0,2852074,5623676,1693190,5625594,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:00:35,500,0,216,0,2852074,5623676,1693190,5625594,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:00:56,500,0,216,0,2852074,5623676,1693190,5625594,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:01:17,500,0,215,0,2850779,5623669,1692988,5625898,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:01:38,500,0,215,0,2850779,5623669,1692988,5625898,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:01:59,500,0,215,0,2850779,5623669,1692988,5625898,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:02:20,500,0,216,0,2848920,5623808,1693149,5625321,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:02:41,500,0,216,0,2848920,5623808,1693149,5625321,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:03:02,500,0,216,0,2848920,5623808,1693149,5625321,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:03:23,500,0,211,0,2847677,5623561,1692523,5625350,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:03:44,500,0,211,0,2847677,5623561,1692523,5625350,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:04:05,500,0,211,0,2847677,5623561,1692523,5625350,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:04:26,500,0,215,0,2846332,5623964,1692968,5624769,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:04:47,500,0,215,0,2846332,5623964,1692968,5624769,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:05:08,500,0,215,0,2846332,5623964,1692968,5624769,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:05:29,500,0,219,0,2845450,5624573,1693543,5624561,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:05:50,500,0,219,0,2845450,5624573,1693543,5624561,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:06:11,500,0,219,0,2845450,5624573,1693543,5624561,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:06:32,500,0,219,0,2845337,5624312,1693525,5624736,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:06:53,500,0,219,0,2845337,5624312,1693525,5624736,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:07:14,500,0,219,0,2845337,5624312,1693525,5624736,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:07:35,500,0,222,0,2844700,5623752,1693939,5624802,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:07:57,500,0,222,0,2844700,5623752,1693939,5624802,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:08:18,500,0,222,0,2844700,5623752,1693939,5624802,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:08:39,500,0,229,0,2843818,5623621,1694823,5624754,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:09:00,500,0,229,0,2843818,5623621,1694823,5624754,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:09:21,500,0,229,0,2843818,5623621,1694823,5624754,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:09:42,500,0,229,0,2843818,5623621,1694823,5624754,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:10:03,500,0,229,0,2843818,5623621,1694823,5624754,500,655.35,655.35,-0.01,HOME
00:A0:50:1A:D6:A3 - AirifyW4,28-05-2020 04:10:24,500,0,229,0,2843818,5623621,1694823,5624754,500,655.35,655.35,-0.01,HOME
